Dagsetning,Land,Fjöldi sem nýtur tímabundinnar verndar,Nýjar veitingar á tímabundinni vernd,Nýir umsækjendur um hæli,Umsækjendur um hæli í bið eftir niðurstöðu,Ákvarðanir teknar um hæli,Einstaklingum veitt hæli,Hlutfall jákvæðra ákvarðana
2022-04-01,Lettland,19805,8825,60,165,30,20,0.6666666666666666
2022-05-01,Lettland,24510,5190,40,185,31.11111111111111,18.333333333333332,0.5944444444444444
2022-06-01,Lettland,27290,2815,70,205,32.22222222222222,16.666666666666668,0.5222222222222223
2022-07-01,Lettland,28910,2125,40,205,33.333333333333336,15,0.44999999999999996
2022-08-01,Lettland,30270,2045,45,220,31.666666666666668,17.22222222222222,0.5549019607843138
2022-09-01,Lettland,31830,1885,50,205,30,19.444444444444443,0.6598039215686274
2022-10-01,Lettland,33080,1705,55,180,28.333333333333332,21.666666666666668,0.7647058823529411
2022-11-01,Lettland,35005,1270,60,225,25,17.222222222222225,0.6613190730837789
2022-12-01,Lettland,35865,1060,95,285,21.666666666666668,12.777777777777779,0.5579322638146167
2023-01-01,Lettland,36235,590,70,305,18.333333333333332,8.333333333333334,0.4545454545454546
2023-02-01,Lettland,36745,740,50,280,18.88888888888889,10,0.5252525252525252
2023-03-01,Lettland,35985,1470,30,240,19.444444444444446,11.666666666666666,0.5959595959595959
2023-04-01,Lettland,39685,1955,210,375,20,13.333333333333334,0.6666666666666666
2023-05-01,Lettland,42245,2235,120,380,20.555555555555554,11.111111111111112,0.547008547008547
2023-06-01,Lettland,44260,2160,120,400,21.11111111111111,8.88888888888889,0.4273504273504274
2023-07-01,Lettland,42500,675,120,390,21.666666666666668,6.666666666666667,0.3076923076923077
2023-08-01,Lettland,42840,555,150,400,23.333333333333332,7.222222222222222,0.3092948717948718
2023-09-01,Lettland,43035,550,235,550,25,7.777777777777778,0.3108974358974359
2023-10-01,Lettland,43330,550,345,790,26.666666666666668,8.333333333333334,0.3125
2023-11-01,Lettland,43565,340,200,805,NA,NA,NA
2023-12-01,Lettland,43815,295,50,700,NA,NA,NA
2024-01-01,Lettland,44135,355,35,615,NA,NA,NA
2024-02-01,Lettland,44410,385,NA,NA,NA,NA,NA
2022-03-01,Litáen,3160,3160,170,365,69.44444444444444,21.11111111111111,0.3329592218481107
2022-04-01,Litáen,28185,25025,155,485,36.666666666666664,13.333333333333334,0.36363636363636365
2022-05-01,Litáen,45430,17245,125,590,35,16.666666666666668,0.4880382775119617
2022-06-01,Litáen,49210,3785,70,615,33.333333333333336,20,0.6124401913875598
2022-07-01,Litáen,52880,3670,85,625,31.666666666666668,23.333333333333332,0.7368421052631579
2022-08-01,Litáen,56910,4030,65,605,35,25,0.7178947368421053
2022-09-01,Litáen,59800,2890,100,650,38.333333333333336,26.666666666666668,0.6989473684210527
2022-10-01,Litáen,62385,2590,65,515,41.666666666666664,28.333333333333332,0.68
2022-11-01,Litáen,64280,1900,55,530,41.666666666666664,30,0.7200000000000001
2022-12-01,Litáen,65425,1140,55,505,41.666666666666664,31.666666666666668,0.76
2023-01-01,Litáen,66455,1035,60,565,41.666666666666664,33.333333333333336,0.8
2023-02-01,Litáen,66960,555,30,615,51.666666666666664,46.11111111111111,0.8666666666666667
2023-03-01,Litáen,67775,1565,60,565,61.666666666666664,58.888888888888886,0.9333333333333333
2023-04-01,Litáen,68735,1360,30,525,71.66666666666667,71.66666666666667,1
2023-05-01,Litáen,69875,1680,40,425,59.44444444444445,53.88888888888889,0.8412698412698412
2023-06-01,Litáen,70650,1095,45,400,47.22222222222223,36.111111111111114,0.6825396825396826
2023-07-01,Litáen,71395,890,75,430,35,18.333333333333332,0.5238095238095238
2023-08-01,Litáen,72225,955,45,400,34.44444444444444,16.11111111111111,0.4658730158730159
2023-09-01,Litáen,72810,675,45,420,33.88888888888889,13.888888888888891,0.40793650793650793
2023-10-01,Litáen,73715,995,70,425,33.333333333333336,11.666666666666666,0.35
2023-11-01,Litáen,74450,830,50,405,NA,NA,NA
2023-12-01,Litáen,74955,570,30,340,NA,NA,NA
2024-01-01,Litáen,75350,550,45,380,NA,NA,NA
2024-02-01,Litáen,75695,520,40,365,NA,NA,NA
2022-03-01,Lúxemborg,950,950,190,1920,98.33333333333333,82.22222222222221,0.8376496797549429
2022-04-01,Lúxemborg,2650,1720,165,1910,95,81.66666666666667,0.8596491228070176
2022-05-01,Lúxemborg,3725,1125,220,1945,107.22222222222223,91.1111111111111,0.8515804278629062
2022-06-01,Lúxemborg,4040,385,165,1975,119.44444444444444,100.55555555555556,0.8435117329187949
2022-07-01,Lúxemborg,4205,200,185,2030,131.66666666666666,110,0.8354430379746836
2022-08-01,Lúxemborg,4260,145,225,2085,122.77777777777777,97.77777777777777,0.7897662581206886
2022-09-01,Lúxemborg,4380,165,310,2240,113.8888888888889,85.55555555555556,0.7440894782666935
2022-10-01,Lúxemborg,4470,145,295,2415,105,73.33333333333333,0.6984126984126984
2022-11-01,Lúxemborg,4535,120,220,2505,104.44444444444444,73.88888888888889,0.7075439494794333
2022-12-01,Lúxemborg,4655,135,175,2545,103.8888888888889,74.44444444444444,0.7166752005461683
2023-01-01,Lúxemborg,4685,90,195,2615,103.33333333333333,75,0.7258064516129032
2023-02-01,Lúxemborg,4665,75,165,2620,93.8888888888889,67.22222222222221,0.7135005973715651
2023-03-01,Lúxemborg,4065,140,185,2655,84.44444444444444,59.44444444444445,0.701194743130227
2023-04-01,Lúxemborg,4065,40,185,2765,75,51.666666666666664,0.6888888888888889
2023-05-01,Lúxemborg,4075,45,215,2840,107.22222222222221,75,0.6955052139518159
2023-06-01,Lúxemborg,4085,60,230,2940,139.44444444444443,98.33333333333333,0.702121539014743
2023-07-01,Lúxemborg,4105,65,205,2980,171.66666666666666,121.66666666666667,0.7087378640776699
2023-08-01,Lúxemborg,4190,95,250,3100,146.66666666666666,100,0.667894208235688
2023-09-01,Lúxemborg,4180,75,270,3225,121.66666666666667,78.33333333333333,0.627050552393706
2023-10-01,Lúxemborg,4190,75,315,3410,96.66666666666667,56.666666666666664,0.5862068965517241
2023-11-01,Lúxemborg,4175,30,255,3605,NA,NA,NA
2023-12-01,Lúxemborg,4230,75,200,3725,NA,NA,NA
2024-01-01,Lúxemborg,4220,55,175,3820,NA,NA,NA
2024-02-01,Lúxemborg,4225,65,NA,NA,NA,NA,NA
2022-03-01,Ungverjaland,NA,1445,5,15,3.3333333333333335,2.2222222222222223,0.6666666666666667
2022-04-01,Ungverjaland,NA,7120,5,25,3.3333333333333335,1.6666666666666667,0.5
2022-05-01,Ungverjaland,14085,6970,5,20,3.3333333333333335,2.222222222222222,0.6666666666666666
2022-06-01,Ungverjaland,20985,5680,5,20,3.3333333333333335,2.7777777777777772,0.8333333333333333
2022-07-01,Ungverjaland,23730,2830,5,20,3.3333333333333335,3.3333333333333335,1
2022-08-01,Ungverjaland,25475,1910,5,25,3.3333333333333335,2.777777777777778,0.8333333333333334
2022-09-01,Ungverjaland,26440,1235,5,25,3.3333333333333335,2.2222222222222223,0.6666666666666667
2022-10-01,Ungverjaland,27605,1260,5,20,3.3333333333333335,1.6666666666666667,0.5
2022-11-01,Ungverjaland,28585,1060,0,20,3.3333333333333335,1.6666666666666667,0.5
2022-12-01,Ungverjaland,28910,415,5,25,3.3333333333333335,1.6666666666666667,0.5
2023-01-01,Ungverjaland,29555,740,5,25,3.3333333333333335,1.6666666666666667,0.5
2023-02-01,Ungverjaland,29975,695,5,25,3.888888888888889,2.222222222222222,0.5555555555555556
2023-03-01,Ungverjaland,30585,795,0,25,4.444444444444444,2.7777777777777772,0.611111111111111
2023-04-01,Ungverjaland,30960,560,5,25,5,3.3333333333333335,0.6666666666666666
2023-05-01,Ungverjaland,31480,725,0,25,3.8888888888888893,2.777777777777778,0.7777777777777777
2023-06-01,Ungverjaland,31855,570,5,15,2.777777777777778,2.2222222222222223,0.8888888888888888
2023-07-01,Ungverjaland,32260,535,0,15,1.6666666666666667,1.6666666666666667,1
2023-08-01,Ungverjaland,32750,635,0,10,1.6666666666666667,1.1111111111111112,0.6666666666666667
2023-09-01,Ungverjaland,33060,445,5,15,1.6666666666666667,0.5555555555555557,0.33333333333333337
2023-10-01,Ungverjaland,33325,460,5,15,1.6666666666666667,0,0
2023-11-01,Ungverjaland,33720,465,0,15,NA,NA,NA
2023-12-01,Ungverjaland,33880,255,0,15,NA,NA,NA
2024-01-01,Ungverjaland,34250,435,0,10,NA,NA,NA
2024-02-01,Ungverjaland,34845,695,0,15,NA,NA,NA
2022-03-01,Malta,190,190,100,3810,87.77777777777777,7.222222222222222,0.08260764392839864
2022-04-01,Malta,585,395,70,3755,88.33333333333333,5,0.05660377358490566
2022-05-01,Malta,995,415,90,3490,97.22222222222223,9.444444444444445,0.09087594567496125
2022-06-01,Malta,1175,190,100,3440,106.1111111111111,13.888888888888888,0.12514811776501683
2022-07-01,Malta,1240,85,70,3300,115,18.333333333333332,0.15942028985507245
2022-08-01,Malta,1300,85,100,3175,120.55555555555556,21.666666666666668,0.17801015104262213
2022-09-01,Malta,1370,90,100,3110,126.1111111111111,25,0.19660001223017182
2022-10-01,Malta,1435,65,140,3040,131.66666666666666,28.333333333333332,0.2151898734177215
2022-11-01,Malta,1465,55,90,2935,121.66666666666667,26.666666666666668,0.2199626478522515
2022-12-01,Malta,1515,50,75,2850,111.66666666666667,25,0.2247354222867815
2023-01-01,Malta,1570,70,65,2710,101.66666666666667,23.333333333333332,0.22950819672131148
2023-02-01,Malta,1625,85,35,2595,105,28.333333333333332,0.2674333251773917
2023-03-01,Malta,1665,50,55,2435,108.33333333333333,33.333333333333336,0.30535845363347197
2023-04-01,Malta,1715,60,65,2375,111.66666666666667,38.333333333333336,0.34328358208955223
2023-05-01,Malta,1755,50,75,2265,103.33333333333333,36.11111111111111,0.3506505931879066
2023-06-01,Malta,1770,25,85,2255,95,33.88888888888889,0.358017604286261
2023-07-01,Malta,1825,55,65,2165,86.66666666666667,31.666666666666668,0.36538461538461536
2023-08-01,Malta,1850,35,65,2125,81.11111111111111,26.111111111111114,0.315018315018315
2023-09-01,Malta,1885,40,80,2065,75.55555555555556,20.555555555555557,0.26465201465201466
2023-10-01,Malta,1935,55,120,2005,70,15,0.21428571428571427
2023-11-01,Malta,1955,30,55,1835,NA,NA,NA
2023-12-01,Malta,1965,10,50,1860,NA,NA,NA
2024-01-01,Malta,1985,25,60,1775,NA,NA,NA
2024-02-01,Malta,1965,25,NA,NA,NA,NA,NA
2022-03-01,Holland,25470,25470,2995,25245,1434.4444444444443,1240.5555555555554,0.8624971265533514
2022-04-01,Holland,53845,28380,2355,25790,1521.6666666666667,1341.6666666666667,0.88170865279299
2022-05-01,Holland,66815,12970,2445,26595,1585.5555555555557,1412.7777777777776,0.8903349514080374
2022-06-01,Holland,76360,9545,2585,27260,1649.4444444444443,1483.888888888889,0.8989612500230848
2022-07-01,Holland,84095,7735,2765,27845,1713.3333333333333,1555,0.9075875486381322
2022-08-01,Holland,91415,7315,3835,29530,1577.2222222222224,1411.111111111111,0.8919889745284442
2022-09-01,Holland,96345,4930,4400,31940,1441.111111111111,1267.2222222222224,0.8763904004187559
2022-10-01,Holland,101835,4495,4055,34375,1305,1123.3333333333333,0.8607918263090677
2022-11-01,Holland,106520,4210,4055,36610,1346.6666666666667,1131.6666666666667,0.8415379852161461
2022-12-01,Holland,109820,3225,2695,37295,1388.3333333333333,1140,0.8222841441232247
2023-01-01,Holland,113390,3265,2545,37710,1430,1148.3333333333333,0.803030303030303
2023-02-01,Holland,116315,2925,2285,37850,1445,1161.6666666666667,0.8039034411915768
2023-03-01,Holland,118890,2575,2310,38725,1460,1175,0.8047765793528505
2023-04-01,Holland,120890,2090,2415,39330,1475,1188.3333333333333,0.8056497175141244
2023-05-01,Holland,123150,2260,2640,39580,1491.6666666666667,1201.6666666666667,0.8055879719675219
2023-06-01,Holland,125990,2425,3085,42210,1508.3333333333333,1215,0.8055262264209193
2023-07-01,Holland,129485,3120,3655,43550,1525,1228.3333333333333,0.805464480874317
2023-08-01,Holland,132120,2635,3395,43150,1531.111111111111,1240,0.8098344919291705
2023-09-01,Holland,135805,3160,3685,44920,1537.2222222222224,1251.6666666666667,0.8142045029840236
2023-10-01,Holland,108850,3505,5070,47770,1543.3333333333333,1263.3333333333333,0.8185745140388769
2023-11-01,Holland,112115,3250,4195,49850,1735,1427.2222222222224,0.8218768462331039
2023-12-01,Holland,114360,2005,3875,51645,1926.6666666666667,1591.111111111111,0.8251791784273308
2024-01-01,Holland,116865,2040,3350,51970,2118.3333333333335,1755,0.828481510621558
2024-02-01,Holland,116745,2050,2770,51635,NA,NA,NA
2022-03-01,Austurríki,NA,32230,4310,26645,2732.777777777778,1349.4444444444446,0.5058154350400145
2022-04-01,Austurríki,NA,26685,5140,28375,2960,1283.3333333333333,0.43355855855855857
2022-05-01,Austurríki,NA,9550,6005,29930,3281.1111111111113,1292.7777777777778,0.4004805570226131
2022-06-01,Austurríki,NA,5140,9705,34150,3602.222222222222,1302.2222222222222,0.36740255548666767
2022-07-01,Austurríki,74785,3480,11520,39325,3923.3333333333335,1311.6666666666667,0.3343245539507222
2022-08-01,Austurríki,77925,3590,14710,45405,3888.3333333333335,1351.111111111111,0.34771935198635373
2022-09-01,Austurríki,80775,3075,16150,51060,3853.3333333333335,1390.5555555555557,0.3611141500219852
2022-10-01,Austurríki,83370,2900,18430,58245,3818.3333333333335,1430,0.37450894805761675
2022-11-01,Austurríki,85465,2315,11955,56580,3721.1111111111113,1611.6666666666667,0.43634559990230526
2022-12-01,Austurríki,87590,1735,7035,54000,3623.8888888888887,1793.3333333333333,0.4981822517469938
2023-01-01,Austurríki,88710,1750,4270,47755,3526.6666666666665,1975,0.5600189035916824
2023-02-01,Austurríki,85670,1740,2655,42525,3246.6666666666665,1885.5555555555557,0.5850911797310968
2023-03-01,Austurríki,71525,1765,3205,38095,2966.6666666666665,1796.111111111111,0.6101634558705111
2023-04-01,Austurríki,72910,1205,3450,36910,2686.6666666666665,1706.6666666666667,0.6352357320099256
2023-05-01,Austurríki,74230,1305,4345,35380,2785,1774.4444444444443,0.637017598124001
2023-06-01,Austurríki,75785,1630,4975,35605,2883.3333333333335,1842.2222222222224,0.6387994642380765
2023-07-01,Austurríki,77070,1415,5490,36480,2981.6666666666665,1910,0.640581330352152
2023-08-01,Austurríki,78355,1440,6950,38215,3056.1111111111113,1978.888888888889,0.6471963592536621
2023-09-01,Austurríki,79800,1765,8295,40745,3130.555555555555,2047.7777777777776,0.6538113881551721
2023-10-01,Austurríki,81305,1630,9890,45590,3205,2116.6666666666665,0.6604264170566823
2023-11-01,Austurríki,82620,1645,2525,41275,NA,NA,NA
2023-12-01,Austurríki,83415,1045,2505,38850,NA,NA,NA
2024-01-01,Austurríki,83565,1320,2275,36495,NA,NA,NA
2024-02-01,Austurríki,82150,1100,NA,NA,NA,NA,NA
2022-03-01,Pólland,677110,677110,1025,3955,247.7777777777778,181.66666666666666,0.7472721871117594
2022-04-01,Pólland,1049510,427065,640,5705,201.66666666666666,158.33333333333334,0.7851239669421488
2022-05-01,Pólland,1145665,96680,550,5325,281.6666666666667,198.88888888888889,0.7347367326784137
2022-06-01,Pólland,1205785,61210,585,5030,361.6666666666667,239.44444444444443,0.6843494984146785
2022-07-01,Pólland,1262080,57535,605,4940,441.6666666666667,280,0.6339622641509434
2022-08-01,Pólland,1330075,67510,675,5015,433.3333333333333,287.22222222222223,0.6639748427672956
2022-09-01,Pólland,1370625,53710,750,5065,425,294.44444444444446,0.6939874213836478
2022-10-01,Pólland,1016685,54660,700,5020,416.6666666666667,301.6666666666667,0.724
2022-11-01,Pólland,944360,40480,765,5155,437.22222222222223,295.55555555555554,0.6801114982578397
2022-12-01,Pólland,961340,31940,720,5145,457.77777777777777,289.44444444444446,0.6362229965156795
2023-01-01,Pólland,974060,28500,750,5335,478.3333333333333,283.3333333333333,0.5923344947735192
2023-02-01,Pólland,993755,24965,505,2430,465.5555555555556,285.55555555555554,0.6145866328793158
2023-03-01,Pólland,999735,19055,600,5130,452.77777777777777,287.77777777777777,0.6368387709851124
2023-04-01,Pólland,995035,13980,485,5005,440,290,0.6590909090909091
2023-05-01,Pólland,991375,17515,610,5025,430,286.11111111111114,0.6656812022665681
2023-06-01,Pólland,977740,20285,630,5090,420,282.22222222222223,0.6722714954422271
2023-07-01,Pólland,971080,22990,695,5190,410,278.3333333333333,0.6788617886178862
2023-08-01,Pólland,960555,22125,715,5345,418.3333333333333,289.44444444444446,0.6913995576737376
2023-09-01,Pólland,958655,21170,710,5585,426.6666666666667,300.55555555555554,0.7039373267295892
2023-10-01,Pólland,960625,19020,835,5885,435,311.6666666666667,0.7164750957854407
2023-11-01,Pólland,955115,13755,640,5890,NA,NA,NA
2023-12-01,Pólland,954800,10465,550,5950,NA,NA,NA
2024-01-01,Pólland,951565,14540,590,5975,NA,NA,NA
2024-02-01,Pólland,957205,11925,570,6055,NA,NA,NA
2022-03-01,Portúgal,25040,25040,130,130,46.666666666666664,30,0.6423529411764706
2022-04-01,Portúgal,34080,9035,100,90,41.666666666666664,26.666666666666668,0.64
2022-05-01,Portúgal,39320,5355,180,150,49.44444444444445,35,0.6916239316239317
2022-06-01,Portúgal,45485,6125,160,120,57.22222222222222,43.333333333333336,0.7432478632478632
2022-07-01,Portúgal,48215,2770,135,120,65,51.666666666666664,0.7948717948717949
2022-08-01,Portúgal,50605,2895,140,135,84.44444444444444,70,0.818202818202818
2022-09-01,Portúgal,52180,1830,145,125,103.88888888888887,88.33333333333333,0.8415338415338416
2022-10-01,Portúgal,53720,1635,170,150,123.33333333333333,106.66666666666667,0.8648648648648649
2022-11-01,Portúgal,55020,1350,175,160,92.22222222222223,77.22222222222223,0.7802802802802804
2022-12-01,Portúgal,55920,1185,260,225,61.111111111111114,47.77777777777778,0.6956956956956958
2023-01-01,Portúgal,56925,1170,195,175,30,18.333333333333332,0.6111111111111112
2023-02-01,Portúgal,57865,955,175,155,33.333333333333336,21.666666666666668,0.6435185185185186
2023-03-01,Portúgal,57895,820,180,145,36.666666666666664,25,0.6759259259259259
2023-04-01,Portúgal,55375,595,165,150,40,28.333333333333332,0.7083333333333334
2023-05-01,Portúgal,54905,580,170,165,42.77777777777778,32.77777777777778,0.7595785440613028
2023-06-01,Portúgal,55425,540,200,175,45.55555555555555,37.22222222222222,0.810823754789272
2023-07-01,Portúgal,56035,620,190,170,48.333333333333336,41.666666666666664,0.8620689655172413
2023-08-01,Portúgal,56710,675,160,150,40.55555555555556,32.22222222222222,0.7524904214559387
2023-09-01,Portúgal,57230,605,200,180,32.77777777777778,22.777777777777782,0.6429118773946361
2023-10-01,Portúgal,57975,830,285,280,25,13.333333333333334,0.5333333333333333
2023-11-01,Portúgal,58360,630,380,370,NA,NA,NA
2023-12-01,Portúgal,58820,530,390,365,NA,NA,NA
2024-01-01,Portúgal,59455,640,470,455,NA,NA,NA
2024-02-01,Portúgal,59750,400,NA,NA,NA,NA,NA
2022-03-01,Rúmenía,2030,2030,710,1155,318.88888888888886,80,0.25024154589371983
2022-04-01,Rúmenía,13040,11010,585,1230,325,86.66666666666667,0.26666666666666666
2022-05-01,Rúmenía,33675,20670,455,935,340,77.22222222222221,0.23033033033033035
2022-06-01,Rúmenía,44135,10510,605,985,355,67.77777777777779,0.193993993993994
2022-07-01,Rúmenía,51425,7465,1110,1460,370,58.333333333333336,0.15765765765765766
2022-08-01,Rúmenía,61095,9785,1205,1845,349.4444444444444,67.77777777777779,0.1987987987987988
2022-09-01,Rúmenía,70700,9775,820,1760,328.88888888888886,77.22222222222221,0.23993993993993995
2022-10-01,Rúmenía,78965,8495,610,1355,308.3333333333333,86.66666666666667,0.2810810810810811
2022-11-01,Rúmenía,89710,10855,555,1250,426.1111111111111,76.11111111111111,0.21509519595161913
2022-12-01,Rúmenía,100955,11330,500,1240,543.8888888888888,65.55555555555556,0.14910931082215717
2023-01-01,Rúmenía,109845,9020,695,1335,661.6666666666666,55,0.08312342569269521
2023-02-01,Rúmenía,117395,7975,720,1235,638.3333333333334,57.22222222222222,0.09015740116602215
2023-03-01,Rúmenía,124035,7075,1105,1185,615,59.44444444444445,0.09719137663934911
2023-04-01,Rúmenía,127355,3780,1080,1360,591.6666666666666,61.666666666666664,0.10422535211267606
2023-05-01,Rúmenía,131180,4270,1155,1715,523.8888888888889,63.333333333333336,0.12670817465594714
2023-06-01,Rúmenía,133545,2715,985,1905,456.11111111111114,65,0.1491909971992182
2023-07-01,Rúmenía,135485,2665,685,1305,388.3333333333333,66.66666666666667,0.17167381974248927
2023-08-01,Rúmenía,137850,2670,730,1860,394.4444444444444,87.22222222222223,0.2196404699922606
2023-09-01,Rúmenía,140585,2265,755,1975,400.5555555555556,107.77777777777777,0.2676071202420319
2023-10-01,Rúmenía,142340,2760,820,1665,406.6666666666667,128.33333333333334,0.3155737704918033
2023-11-01,Rúmenía,144295,2380,700,1625,NA,NA,NA
2023-12-01,Rúmenía,145850,1740,615,1575,NA,NA,NA
2024-01-01,Rúmenía,147515,2160,295,1140,NA,NA,NA
2024-02-01,Rúmenía,149755,2260,NA,NA,NA,NA,NA
2022-03-01,Slóvenía,860,860,575,1500,9.444444444444445,3.3333333333333335,0.3619047619047619
2022-04-01,Slóvenía,3850,2990,685,1670,8.333333333333334,3.3333333333333335,0.4
2022-05-01,Slóvenía,5235,1385,710,1820,10,3.888888888888889,0.3916666666666667
2022-06-01,Slóvenía,5715,480,700,1850,11.666666666666666,4.444444444444444,0.3833333333333334
2022-07-01,Slóvenía,6230,515,560,1945,13.333333333333334,5,0.375
2022-08-01,Slóvenía,6655,350,620,1730,18.88888888888889,4.444444444444445,0.28703703703703703
2022-09-01,Slóvenía,6990,265,475,1205,24.444444444444443,3.8888888888888893,0.19907407407407407
2022-10-01,Slóvenía,7170,160,490,1135,30,3.3333333333333335,0.1111111111111111
2022-11-01,Slóvenía,7420,240,455,1055,30,2.777777777777778,0.09259259259259259
2022-12-01,Slóvenía,7675,235,380,1005,30,2.2222222222222223,0.07407407407407407
2023-01-01,Slóvenía,7885,190,430,1005,30,1.6666666666666667,0.05555555555555555
2023-02-01,Slóvenía,8030,130,395,1070,24.444444444444446,2.222222222222222,0.12037037037037036
2023-03-01,Slóvenía,8215,170,550,1055,18.88888888888889,2.7777777777777772,0.18518518518518517
2023-04-01,Slóvenía,8365,135,510,970,13.333333333333334,3.3333333333333335,0.25
2023-05-01,Slóvenía,8505,130,605,1005,14.444444444444445,4.444444444444444,0.3
2023-06-01,Slóvenía,8620,105,620,1885,15.555555555555555,5.5555555555555545,0.35
2023-07-01,Slóvenía,8750,115,600,2480,16.666666666666668,6.666666666666667,0.4
2023-08-01,Slóvenía,8870,115,910,2970,18.333333333333332,8.888888888888888,0.4717948717948718
2023-09-01,Slóvenía,8465,120,665,2810,20,11.111111111111109,0.5435897435897437
2023-10-01,Slóvenía,8625,145,635,2605,21.666666666666668,13.333333333333334,0.6153846153846154
2023-11-01,Slóvenía,8710,175,585,2635,NA,NA,NA
2023-12-01,Slóvenía,8765,55,660,2625,NA,NA,NA
2024-01-01,Slóvenía,8830,65,605,2410,NA,NA,NA
2024-02-01,Slóvenía,8900,105,535,2515,NA,NA,NA
2022-03-01,Slóvakía,NA,59100,30,120,11.666666666666666,6.666666666666667,0.5090909090909091
2022-04-01,Slóvakía,72035,13530,20,110,8.333333333333334,3.3333333333333335,0.4
2022-05-01,Slóvakía,77005,6400,15,115,8.333333333333334,2.2222222222222223,0.2666666666666667
2022-06-01,Slóvakía,80470,4665,25,125,8.333333333333334,1.1111111111111114,0.13333333333333336
2022-07-01,Slóvakía,83520,3850,15,130,8.333333333333334,0,0
2022-08-01,Slóvakía,86965,4335,65,175,8.88888888888889,0.5555555555555555,0.05555555555555555
2022-09-01,Slóvakía,89930,3795,30,180,9.444444444444445,1.111111111111111,0.1111111111111111
2022-10-01,Slóvakía,92275,3530,60,175,10,1.6666666666666667,0.16666666666666666
2022-11-01,Slóvakía,93905,3145,50,255,10.555555555555555,2.222222222222222,0.20634920634920634
2022-12-01,Slóvakía,95550,2420,45,230,11.111111111111112,2.7777777777777772,0.24603174603174602
2023-01-01,Slóvakía,96610,3235,20,280,11.666666666666666,3.3333333333333335,0.2857142857142857
2023-02-01,Slóvakía,97980,2700,65,265,10.555555555555555,2.777777777777778,0.2571428571428571
2023-03-01,Slóvakía,99525,2725,65,280,9.444444444444445,2.2222222222222223,0.2285714285714286
2023-04-01,Slóvakía,100660,1965,35,220,8.333333333333334,1.6666666666666667,0.2
2023-05-01,Slóvakía,102050,2320,40,165,11.111111111111109,3.888888888888889,0.3
2023-06-01,Slóvakía,103960,2635,20,140,13.888888888888888,6.111111111111111,0.4
2023-07-01,Slóvakía,105690,2445,25,150,16.666666666666668,8.333333333333334,0.5
2023-08-01,Slóvakía,107630,2605,20,140,14.444444444444445,7.777777777777778,0.5555555555555556
2023-09-01,Slóvakía,109530,2760,25,100,12.222222222222223,7.222222222222222,0.611111111111111
2023-10-01,Slóvakía,111615,2835,50,125,10,6.666666666666667,0.6666666666666666
2023-11-01,Slóvakía,113110,2360,20,125,NA,NA,NA
2023-12-01,Slóvakía,114225,1705,10,90,NA,NA,NA
2024-01-01,Slóvakía,116005,2575,10,105,NA,NA,NA
2024-02-01,Slóvakía,117455,2275,NA,NA,NA,NA,NA
2022-03-01,Finnland,2805,2805,380,4935,202.7777777777778,91.66666666666667,0.4550143384704256
2022-04-01,Finnland,15110,12305,245,4895,178.33333333333334,83.33333333333333,0.46728971962616817
2022-05-01,Finnland,22715,7605,235,4870,181.66666666666666,83.88888888888889,0.46196895762688495
2022-06-01,Finnland,28360,5655,270,4840,185,84.44444444444444,0.4566481956276017
2022-07-01,Finnland,32660,4300,270,4900,188.33333333333334,85,0.4513274336283185
2022-08-01,Finnland,36060,3400,285,4955,208.88888888888889,101.1111111111111,0.47866273352999017
2022-09-01,Finnland,38745,2685,545,5230,229.44444444444446,117.22222222222221,0.5059980334316617
2022-10-01,Finnland,41415,2670,665,5620,250,133.33333333333334,0.5333333333333333
2022-11-01,Finnland,43395,1980,395,5655,236.11111111111111,126.66666666666667,0.5368888888888889
2022-12-01,Finnland,45215,1820,285,5525,222.2222222222222,120,0.5404444444444445
2023-01-01,Finnland,46810,1595,355,5600,208.33333333333334,113.33333333333333,0.544
2023-02-01,Finnland,48905,2095,310,5590,202.2222222222222,111.66666666666667,0.5527251461988304
2023-03-01,Finnland,51030,2125,315,5515,196.11111111111111,110,0.5614502923976609
2023-04-01,Finnland,52145,1115,315,5530,190,108.33333333333333,0.5701754385964912
2023-05-01,Finnland,53875,1730,375,5630,182.7777777777778,99.44444444444444,0.5418331306814892
2023-06-01,Finnland,56145,2270,390,5655,175.55555555555554,90.55555555555556,0.5134908227664872
2023-07-01,Finnland,58765,2620,310,5630,168.33333333333334,81.66666666666667,0.48514851485148514
2023-08-01,Finnland,60105,1340,385,5750,186.11111111111111,94.44444444444444,0.5038834710538723
2023-09-01,Finnland,61165,1065,405,5890,203.88888888888889,107.22222222222221,0.5226184272562594
2023-10-01,Finnland,62515,1350,390,6040,221.66666666666666,120,0.5413533834586466
2023-11-01,Finnland,63490,975,1200,6910,NA,NA,NA
2023-12-01,Finnland,64185,700,600,7140,NA,NA,NA
2024-01-01,Finnland,64950,765,355,7205,NA,NA,NA
2024-02-01,Finnland,65635,680,NA,NA,NA,NA,NA
2022-03-01,Svíþjóð,18165,18165,2395,18540,1250,383.3333333333333,0.30616184003875
2022-04-01,Svíþjóð,30025,11920,1535,18190,1286.6666666666667,405,0.31476683937823835
2022-05-01,Svíþjóð,34635,4615,1710,17565,1272.7777777777778,386.1111111111111,0.30310649622092284
