Dagsetning,Land,Fjöldi sem nýtur tímabundinnar verndar,Nýjar veitingar á tímabundinni vernd,Nýir umsækjendur um hæli,Umsækjendur um hæli í bið eftir niðurstöðu,Ákvarðanir teknar um hæli,Einstaklingum veitt hæli,Hlutfall jákvæðra ákvarðana
2022-03-01,Belgía,228.14477625930883,228.14477625930883,24.23042992529539,269.4182794535509,15.91930160278436,6.98173035147647,0.0012512111122597446
2022-04-01,Belgía,323.12978308901916,94.98500682971034,19.754471289006364,270.5372691126231,16.799190907354,7.7038134220743775,0.0013157665964260252
2022-05-01,Belgía,385.7932039970655,62.66342090804634,21.863336415719463,276.1322174079844,17.114803375297456,7.6894674008042205,0.001290046249315755
2022-06-01,Belgía,423.0211291931232,37.22792519605775,25.091191201504817,280.56513798046296,17.43041584324091,7.675121379534063,0.0012643259022054852
2022-07-01,Belgía,450.17814745753066,27.157018264407444,25.951952477714247,291.1955397416494,17.746028311184368,7.660775358263906,0.0012386055550952153
2022-08-01,Belgía,476.9047850838334,26.72663762630273,30.212720794950915,309.3576026696683,18.573315537763428,8.574138712463911,0.0013175037232958133
2022-09-01,Belgía,495.62634284138846,18.93674807660741,34.38741298456664,324.2487727480914,19.40060276434249,9.487502066663914,0.0013964018914964117
2022-10-01,Belgía,486.7174636326209,18.03294873658751,36.238049728416904,341.7222266551428,20.22788999092155,10.400865420863918,0.0014753000596970096
2022-11-01,Belgía,529.1529945497457,16.52661650322101,28.8785408168263,354.16022709636906,19.74012526773621,9.587924215555013,0.001389345901415601
2022-12-01,Belgía,544.0872026919792,14.93420814223357,22.33675511763465,354.0741509687481,19.252360544550864,8.77498301024611,0.0013033917431341925
2023-01-01,Belgía,538.1479498861341,13.42787590886707,23.88612541481162,356.9146631802392,18.764595821365525,7.962041804937206,0.0012174375848527839
2023-02-01,Belgía,547.5732858606274,12.653190760278589,20.57219450140532,353.2564277563491,19.558408998314217,8.636304804634591,0.0012632230124269288
2023-03-01,Belgía,555.6644418569961,11.749391420258688,22.594983500497477,349.6412303962695,20.352222175262913,9.310567804331978,0.0013090084400010735
2023-04-01,Belgía,563.1100268962076,8.908879208767576,17.6025680984828,344.95008144092816,21.146035352211605,9.984830804029361,0.0013547938675752187
2023-05-01,Belgía,572.0189061049751,10.156983059271246,23.24055445765455,348.220974290524,20.519592423414746,9.420553967403182,0.0013148117118732196
2023-06-01,Belgía,582.3480414194883,11.103820463101616,23.541820904327846,346.02603303619,19.893149494617884,8.856277130777,0.0012748295561712203
2023-07-01,Belgía,591.170844500635,11.79242948406916,25.521571839609532,351.40579101249887,19.266706565821025,8.29200029415082,0.0012348474004692212
2023-08-01,Belgía,603.135426239946,13.34179978124613,31.159558198781284,365.8235423890068,NA,NA,NA
2023-09-01,Belgía,614.1531705754267,12.308886249794815,27.759551157754043,368.7070926643084,NA,NA,NA
